index;first_name;name;age;numero_securite_sociale
511;Albert;Lepetit;60;1 04 11 38 549 186 22
512;Cyril;Dugommier;56;1 74 05 25 259 983 25
513;Nathan;Ruffin;2;1 37 07 90 966 814 70
514;François;Jack;52;1 31 03 27 568 919 50
515;Roger;Hammon;90;1 46 08 41 803 487 28
516;Roger;Hammon;58;1 62 06 79 572 953 14
517;Albert;Dugommier;47;1 78 03 36 719 657 41
518;Marie;Dugommier;111;1 87 07 01 434 044 80
519;Marc;Ruffin;61;1 33 08 10 733 842 90
520;Jean;Hammon;87;1 32 03 02 018 943 45
521;Margaux;Valls;43;1 05 01 36 510 479 54
522;Albert;Jack;10;1 16 09 54 528 199 73
523;Benoit;Ben;74;1 46 10 71 943 230 65
524;Marie;Dugommier;101;1 58 06 30 961 122 46
525;Marc;Lepetit;60;1 05 09 77 027 311 73
526;Roger;Ben;45;1 41 10 06 876 192 07
527;Benoit;Wilson;64;1 37 09 89 181 118 27
528;Roger;Jack;11;1 35 09 51 551 536 75
529;Margaux;Dugommier;86;1 23 03 38 712 192 91
530;Marc;Macron;45;1 74 01 35 390 717 81
531;François;Ben;104;1 12 06 88 282 014 33
532;Roger;Macron;109;1 04 02 45 856 369 68
533;Marie;Ben;49;1 55 09 57 769 102 11
534;Albert;Ruffin;47;1 05 07 91 479 159 33
535;Benoit;Wilson;58;1 51 07 72 235 284 72
536;Mathilde;Hammon;117;1 47 04 55 607 175 34
537;Marie;Wilson;21;1 77 09 42 786 519 64
538;Jean;Ben;70;1 21 08 43 960 648 07
539;Jean;Hammon;79;1 55 10 60 949 757 76
540;Albert;Ben;9;1 85 07 60 089 050 33
541;Benoit;Dugommier;44;1 78 10 63 140 676 87
542;Albert;Jack;85;1 05 04 64 840 488 12
543;Margaux;Valls;61;1 25 06 28 393 505 26
544;Marie;Ben;58;1 85 03 46 412 872 40
545;Albert;Ben;80;1 82 03 84 380 751 06
546;Marie;Ben;35;1 26 01 61 134 596 15
547;Albert;Lepetit;58;1 58 07 47 226 203 82
548;Nathan;Lepetit;85;1 42 01 13 542 186 71
549;Jean;Hammon;14;1 84 11 52 071 897 58
550;Marie;Ruffin;79;1 28 08 03 892 588 56
551;Marie;Lepetit;59;1 78 01 72 692 382 88
552;Roger;Leforgeron;13;1 04 08 58 755 627 02
553;Benoit;Leforgeron;72;1 53 05 49 884 966 90
554;Nathan;Ben;65;1 17 08 13 304 337 85
555;Roger;Ben;39;1 62 08 79 566 168 98
556;Cyril;Dugommier;79;1 65 05 17 911 219 12
557;Benoit;Wilson;10;1 32 05 13 619 704 52
558;Mathilde;Dugommier;11;1 81 02 08 376 247 05
559;Marc;Leforgeron;79;1 73 10 40 748 255 70
560;Nathan;Ben;39;1 02 09 02 177 269 24
561;François;Hammon;7;1 53 09 59 607 612 34
562;Margaux;Dugommier;25;1 56 11 62 663 031 62
563;Albert;Jack;47;1 05 05 22 668 373 38
564;Margaux;Ruffin;69;1 48 05 55 135 304 05
565;Margaux;Lepetit;12;1 32 10 28 016 608 79
566;Nathan;Wilson;82;1 36 02 26 133 005 31
567;Marc;Wilson;33;1 81 02 40 700 542 24
568;Marie;Leforgeron;64;1 82 11 13 281 055 05
569;Margaux;Dugommier;118;1 67 08 21 854 126 57
570;Mathilde;Macron;80;1 11 10 72 824 131 48
571;Benoit;Dugommier;54;1 21 08 90 805 358 14
572;Jean;Dugommier;69;1 22 08 56 637 763 12
573;Albert;Hammon;11;1 44 03 92 283 243 50
574;Marie;Hammon;99;1 71 05 01 817 527 85
575;Marc;Macron;25;1 46 07 22 564 485 60
576;Roger;Valls;98;1 83 10 33 344 135 24
577;Nathan;Macron;28;1 53 10 40 845 240 47
578;Cyril;Jack;95;1 32 02 16 741 937 76
579;Cyril;Ben;90;1 04 09 83 115 860 43
580;Marie;Dugommier;79;1 03 04 81 386 838 60
581;François;Macron;2;1 56 01 15 333 630 27
582;Jean;Wilson;4;1 66 02 15 216 534 19
583;Nathan;Ben;27;1 45 11 20 558 678 98
584;François;Hammon;74;1 74 04 93 006 228 53
585;Jean;Dugommier;55;1 01 05 10 936 287 23
586;Benoit;Hammon;93;1 86 04 76 198 666 29
587;Marie;Lepetit;29;1 67 03 20 453 892 03
588;Cyril;Wilson;64;1 01 09 54 677 850 73
589;Benoit;Ben;54;1 51 02 58 805 216 80
590;Jean;Hammon;55;1 53 05 36 266 227 19
591;Marc;Wilson;78;1 16 08 87 873 533 83
592;Marc;Leforgeron;22;1 82 01 04 357 739 15
593;Margaux;Valls;23;1 51 07 47 134 171 34
594;Mathilde;Valls;29;1 66 05 05 822 387 18
595;Marie;Leforgeron;3;1 22 07 51 940 126 21
596;Jean;Dugommier;104;1 06 05 23 583 946 83
597;Albert;Ben;88;1 46 11 43 617 334 14
598;Nathan;Ben;70;1 31 04 74 384 389 94
599;Jean;Ben;6;1 11 05 12 277 390 59
600;Nathan;Ruffin;70;1 76 02 48 804 480 75
601;Marie;Jack;35;1 71 09 82 753 940 80
602;Marie;Leforgeron;60;1 56 04 14 314 011 77
603;Nathan;Leforgeron;59;1 67 04 47 671 408 30
604;Marie;Lepetit;35;1 83 02 76 555 356 78
605;Marc;Jack;117;1 33 04 31 139 643 11
606;Jean;Lepetit;85;1 35 05 33 449 960 42
607;Margaux;Jack;8;1 86 04 90 553 452 86
608;Roger;Hammon;115;1 23 11 29 341 030 30
609;Margaux;Valls;89;1 58 03 52 627 201 84
610;Benoit;Leforgeron;106;1 63 02 27 859 868 37
611;Marie;Leforgeron;104;1 67 11 12 038 390 29
612;François;Ruffin;72;1 22 11 38 244 202 56
613;Benoit;Leforgeron;109;1 72 02 06 436 569 35
614;Margaux;Jack;47;1 81 03 64 049 344 79
615;Cyril;Wilson;43;1 21 02 14 662 356 58
616;Roger;Jack;6;1 88 11 03 461 234 66
617;Albert;Leforgeron;36;1 86 07 55 150 764 39
618;Roger;Macron;7;1 71 11 82 517 357 88
619;Benoit;Ruffin;13;1 78 03 79 953 580 26
620;Cyril;Wilson;35;1 55 06 82 679 230 78
621;Nathan;Wilson;58;1 88 01 27 496 285 72
622;Roger;Macron;56;1 16 08 89 145 668 82
623;Benoit;Wilson;49;1 28 03 23 658 705 13
624;Roger;Ben;25;1 78 03 70 845 819 44
625;François;Ben;105;1 55 09 08 641 937 26
626;Mathilde;Leforgeron;22;1 52 01 45 715 171 52
627;Benoit;Macron;54;1 15 05 17 471 310 81
628;Margaux;Lepetit;65;1 27 04 34 121 410 73
629;Marie;Ruffin;41;1 03 01 15 459 595 51
630;Cyril;Jack;45;1 48 02 83 267 815 13
631;Roger;Valls;93;1 14 03 57 458 516 39
632;Mathilde;Wilson;5;1 38 02 54 990 475 53
633;Marie;Hammon;59;1 67 07 09 074 159 27
634;Benoit;Ben;27;1 03 10 28 470 491 03
635;Marie;Jack;98;1 86 11 63 719 146 33
636;Marie;Ben;118;1 23 10 53 261 250 79
637;François;Valls;80;1 04 11 93 954 269 22
638;Mathilde;Wilson;9;1 31 04 79 473 152 37
639;Mathilde;Dugommier;50;1 72 02 34 478 371 45
640;François;Macron;68;1 63 01 64 204 300 06
641;Benoit;Hammon;96;1 66 07 25 095 027 68
642;Albert;Hammon;13;1 54 04 90 668 526 63
643;Cyril;Wilson;63;1 86 10 73 186 299 57
644;Marc;Leforgeron;44;1 26 02 56 955 093 65
645;Albert;Leforgeron;55;1 08 08 65 384 564 19
646;Roger;Ruffin;99;1 32 08 62 880 258 09
647;Albert;Jack;54;1 24 01 18 491 651 61
648;Albert;Wilson;107;1 63 09 57 934 992 30
649;Marc;Dugommier;68;1 22 05 02 406 528 28
650;Marc;Ruffin;60;1 83 04 84 193 298 85
651;Cyril;Hammon;113;1 55 08 82 304 447 27
652;Jean;Jack;22;1 56 03 21 587 256 82
653;Margaux;Valls;2;1 85 06 69 243 809 17
654;Mathilde;Ruffin;3;1 51 02 49 923 224 58
655;Marc;Jack;91;1 23 09 16 187 476 61
656;Roger;Ben;6;1 28 02 11 468 670 33
657;François;Jack;69;1 62 05 78 137 659 18
658;Mathilde;Leforgeron;95;1 77 02 93 679 673 71
659;Cyril;Wilson;117;1 81 11 60 497 547 36
660;Albert;Jack;8;1 26 11 21 694 854 61
661;Marie;Macron;109;1 46 08 01 438 474 96
662;François;Leforgeron;53;1 27 10 30 162 115 52
663;Roger;Jack;98;1 34 09 26 437 747 64
664;Roger;Valls;22;1 45 11 15 359 070 88
665;Benoit;Ben;64;1 46 11 21 545 939 71
666;Roger;Ben;99;1 82 02 90 975 100 33
667;François;Ruffin;49;1 85 02 61 993 581 36
668;Albert;Lepetit;82;1 33 09 64 486 977 05
669;Marc;Lepetit;92;1 81 11 67 155 281 57
670;Marie;Macron;72;1 83 09 46 897 618 01
671;Albert;Hammon;24;1 62 07 59 632 301 36
672;Mathilde;Ben;42;1 26 03 80 739 125 53
673;Margaux;Macron;93;1 73 09 54 344 392 15
674;Albert;Jack;91;1 47 08 52 709 133 28
675;Albert;Ben;81;1 14 02 09 197 872 70
676;Nathan;Macron;75;1 17 03 12 244 787 42
677;Benoit;Leforgeron;5;1 03 06 13 039 405 30
678;Jean;Macron;14;1 22 10 42 560 257 45
679;Mathilde;Wilson;118;1 42 11 77 081 097 56
680;Roger;Ruffin;112;1 47 10 16 679 057 76
681;Marc;Valls;78;1 36 08 88 799 669 78
682;François;Leforgeron;91;1 32 02 66 271 253 29
683;Marie;Macron;106;1 37 10 70 375 725 52
684;Margaux;Lepetit;10;1 83 04 16 752 772 44
685;Albert;Leforgeron;28;1 34 09 29 042 207 48
686;Margaux;Ruffin;65;1 38 03 55 493 977 55
687;Margaux;Lepetit;32;1 78 08 05 149 960 09
688;Mathilde;Ben;89;1 73 05 09 764 457 08
689;Albert;Hammon;98;1 27 07 38 254 930 97
690;Marie;Ben;70;1 34 01 57 334 009 34
691;Marc;Leforgeron;109;1 46 06 88 108 381 27
692;François;Hammon;114;1 21 04 11 186 238 12
693;Mathilde;Ruffin;65;1 23 08 14 041 049 96
694;Marie;Leforgeron;25;1 67 09 55 979 341 70
695;Marie;Leforgeron;70;1 77 05 87 836 870 16
696;François;Wilson;52;1 51 04 87 227 916 06
697;Mathilde;Ruffin;111;1 15 05 62 648 543 07
698;Nathan;Lepetit;8;1 57 10 29 364 716 50
699;Jean;Macron;11;1 75 09 92 807 112 34
700;Nathan;Lepetit;47;1 21 08 89 733 861 11
701;Cyril;Dugommier;111;1 15 02 36 861 140 33
702;Albert;Dugommier;62;1 68 04 38 100 197 12
703;Cyril;Dugommier;6;1 06 01 02 132 182 79
704;Mathilde;Leforgeron;18;1 58 07 15 097 862 77
705;Benoit;Lepetit;78;1 05 01 49 768 767 36
706;Jean;Lepetit;99;1 21 09 42 237 008 20
707;Cyril;Leforgeron;57;1 06 02 70 865 495 38
708;Mathilde;Valls;84;1 74 01 65 667 997 98
709;Albert;Lepetit;80;1 37 10 46 438 249 65
710;Jean;Macron;95;1 63 10 22 598 411 24
711;François;Hammon;33;1 73 02 81 237 222 11
712;Roger;Lepetit;25;1 55 01 71 672 067 98
713;Marie;Lepetit;77;1 08 09 67 199 887 14
714;Marie;Ben;40;1 25 06 63 830 193 86
715;Roger;Ben;75;1 54 04 39 763 135 67
716;Mathilde;Valls;79;1 43 09 94 251 044 22
717;Albert;Ben;33;1 13 05 58 120 616 13
718;Jean;Dugommier;101;1 12 06 15 298 417 33
719;Marc;Ruffin;6;1 37 03 77 067 511 68
720;Benoit;Dugommier;56;1 51 05 92 429 468 84
721;Cyril;Hammon;97;1 06 04 92 298 135 18
722;Margaux;Ruffin;81;1 27 11 05 889 326 14
723;Benoit;Valls;67;1 22 02 79 498 956 16
724;Roger;Lepetit;8;1 04 02 21 581 634 35
725;Roger;Macron;19;1 55 05 92 057 658 02
726;Margaux;Macron;96;1 85 02 23 019 406 91
727;Albert;Leforgeron;77;1 58 08 80 237 511 14
728;Margaux;Ruffin;91;1 76 01 57 126 472 52
729;Jean;Hammon;83;1 47 07 57 181 461 68
730;Margaux;Jack;32;1 05 11 33 207 010 19
731;Roger;Leforgeron;97;1 04 06 79 951 358 50
732;Jean;Ben;49;1 71 01 40 090 766 94
733;Albert;Dugommier;32;1 41 04 27 130 488 90
734;Mathilde;Ben;3;1 74 09 76 421 597 47
735;Mathilde;Ben;102;1 22 05 21 747 362 03
736;Nathan;Hammon;67;1 68 06 17 542 373 16
737;Marie;Hammon;16;1 33 03 71 721 046 62
738;Marie;Leforgeron;68;1 71 08 14 709 984 67
739;Marc;Dugommier;96;1 77 11 40 899 473 75
740;Cyril;Hammon;4;1 58 02 84 809 479 31
741;Marc;Hammon;66;1 02 04 51 207 571 68
742;Nathan;Valls;82;1 71 09 32 747 712 98
743;Margaux;Dugommier;61;1 48 01 68 866 599 94
744;Albert;Ben;17;1 12 09 50 041 365 61
745;Nathan;Valls;92;1 74 11 63 683 027 69
746;Albert;Hammon;17;1 52 02 07 475 606 66
747;Margaux;Macron;99;1 87 10 24 609 733 35
748;Benoit;Hammon;2;1 36 08 22 278 472 10
749;Albert;Ben;82;1 32 11 34 778 712 59
750;Mathilde;Jack;94;1 53 04 55 695 495 14
751;Cyril;Ruffin;104;1 66 05 91 631 088 85
752;Benoit;Lepetit;5;1 18 06 08 158 121 24
753;Mathilde;Lepetit;97;1 33 03 93 034 978 85
754;Cyril;Ben;13;1 75 01 81 842 214 29
755;Benoit;Ben;17;1 08 07 72 764 764 83
756;Cyril;Jack;16;1 37 08 59 580 161 29
757;Nathan;Jack;46;1 38 02 80 181 295 94
758;Benoit;Wilson;5;1 12 05 56 272 022 95
759;Cyril;Leforgeron;19;1 01 03 76 998 298 13
760;Nathan;Ruffin;58;1 15 08 56 220 288 27
761;Roger;Lepetit;39;1 23 04 68 506 527 80
762;Roger;Jack;8;1 88 04 78 764 515 47
763;Cyril;Valls;24;1 33 03 13 339 049 39
764;Nathan;Ben;74;1 74 02 93 432 382 30
765;Albert;Lepetit;14;1 17 01 73 778 569 19
766;Mathilde;Leforgeron;32;1 01 01 77 289 069 48
767;Jean;Valls;33;1 78 07 45 175 517 87
768;Benoit;Dugommier;102;1 51 06 07 485 787 81
769;Roger;Dugommier;8;1 84 10 85 782 235 69
770;Nathan;Valls;76;1 88 02 69 826 757 12
771;Marie;Valls;107;1 77 06 74 683 323 32
772;Roger;Dugommier;14;1 71 09 65 503 913 97
773;Marie;Hammon;37;1 03 02 81 785 478 89
774;Jean;Valls;37;1 26 10 22 569 805 23
775;Roger;Hammon;33;1 34 10 20 617 344 98
776;Marie;Ruffin;28;1 07 02 06 983 614 66
777;Marc;Jack;98;1 86 06 13 668 817 77
778;François;Valls;107;1 53 02 60 466 750 56
779;Benoit;Leforgeron;1;1 21 04 65 283 310 92
780;Nathan;Ben;17;1 58 09 09 662 665 41
781;Mathilde;Wilson;79;1 35 10 63 186 171 91
782;Albert;Hammon;28;1 71 06 72 680 202 43
783;Nathan;Valls;55;1 37 03 23 717 084 03
784;Marc;Wilson;23;1 58 07 25 788 296 41
785;Jean;Ruffin;7;1 75 09 91 514 883 17
786;François;Hammon;42;1 87 06 26 855 085 36
787;Cyril;Lepetit;96;1 11 08 41 078 659 58
788;Albert;Valls;3;1 51 10 70 088 493 92
789;Jean;Ben;11;1 01 05 34 320 030 38
790;Margaux;Lepetit;24;1 72 09 09 747 856 09
791;Albert;Ruffin;45;1 21 03 89 441 135 87
792;Roger;Valls;37;1 63 04 74 586 852 77
793;Roger;Jack;92;1 28 11 80 562 848 67
794;Margaux;Dugommier;26;1 07 03 17 115 038 11
795;Roger;Ruffin;27;1 06 09 08 894 239 97
796;François;Jack;13;1 72 09 82 122 903 95
797;Jean;Macron;75;1 24 01 60 336 298 40
798;François;Ben;23;1 06 10 77 613 984 45
799;François;Ben;15;1 71 11 71 998 834 72
800;Cyril;Jack;93;1 42 08 11 355 129 18
801;Roger;Leforgeron;72;1 01 08 27 112 958 31
802;Margaux;Leforgeron;69;1 17 08 21 697 308 81
803;Cyril;Ruffin;62;1 25 06 06 960 406 41
804;Nathan;Dugommier;84;1 87 06 25 544 188 30
805;Mathilde;Macron;26;1 08 06 92 069 508 78
806;Albert;Jack;81;1 48 10 84 587 781 59
807;François;Lepetit;26;1 26 07 28 563 695 80
808;Roger;Jack;43;1 53 11 49 797 175 55
809;Roger;Ben;47;1 01 01 15 705 220 53
810;Albert;Dugommier;89;1 67 11 84 165 931 38
811;Jean;Macron;106;1 34 09 38 679 466 53
812;Benoit;Hammon;81;1 38 01 09 796 207 81
813;Marc;Macron;108;1 13 09 42 410 050 11
814;Marie;Lepetit;26;1 13 03 54 015 124 80
815;Marie;Wilson;15;1 04 06 50 973 620 98
816;Cyril;Valls;116;1 31 08 14 438 509 14
817;Benoit;Ben;113;1 52 01 23 860 081 75
818;Albert;Leforgeron;76;1 26 08 38 491 832 17
819;Marie;Macron;25;1 43 07 24 669 412 29
820;Marie;Macron;22;1 73 01 86 256 363 45
821;Mathilde;Lepetit;4;1 41 03 38 040 190 49
822;Cyril;Wilson;102;1 13 04 14 791 334 09
823;François;Dugommier;97;1 41 03 66 711 018 90
824;Cyril;Jack;69;1 76 05 19 354 008 29
825;Albert;Hammon;9;1 16 05 67 843 859 81
826;Jean;Wilson;30;1 56 01 56 169 101 31
827;Marie;Jack;14;1 74 09 33 387 787 20
828;Marc;Dugommier;119;1 76 08 15 912 317 75
829;Benoit;Jack;21;1 51 01 90 016 632 97
830;Jean;Leforgeron;28;1 35 10 92 046 150 74
831;Nathan;Jack;12;1 56 09 35 359 891 08
832;Mathilde;Hammon;94;1 77 02 86 836 585 78
833;François;Macron;83;1 31 03 57 336 090 97
834;Jean;Lepetit;79;1 18 02 66 558 466 96
835;Jean;Lepetit;28;1 37 03 64 061 946 06
836;Roger;Hammon;85;1 87 09 68 955 607 89
837;Marc;Macron;79;1 23 04 82 659 800 52
838;Benoit;Jack;104;1 88 02 66 027 690 21
839;Albert;Macron;15;1 25 07 53 150 439 20
840;Marc;Leforgeron;53;1 71 11 59 216 679 66
841;Albert;Dugommier;97;1 43 03 13 306 073 22
842;Albert;Jack;76;1 35 08 13 173 027 32
843;Cyril;Jack;71;1 26 11 47 974 061 32
844;Marie;Valls;21;1 65 01 30 146 468 63
845;Cyril;Dugommier;113;1 11 10 30 623 078 30
846;Albert;Macron;109;1 12 07 80 643 634 55
847;Marie;Ben;89;1 25 11 73 935 007 71
848;Benoit;Hammon;53;1 38 02 69 155 760 32
849;Marc;Hammon;41;1 37 04 12 560 701 38
850;Albert;Lepetit;35;1 15 06 66 175 218 45
851;Jean;Dugommier;30;1 26 11 10 136 357 11
852;Mathilde;Ruffin;7;1 43 02 12 343 904 87
853;Cyril;Lepetit;91;1 64 05 60 506 737 89
854;Cyril;Hammon;113;1 02 06 70 530 720 27
855;Nathan;Leforgeron;11;1 03 11 32 840 464 23
856;Albert;Hammon;13;1 75 04 78 333 832 76
857;Benoit;Macron;11;1 15 08 41 231 201 17
858;François;Jack;92;1 53 03 44 863 964 78
859;Marc;Hammon;59;1 83 03 74 106 994 96
860;François;Valls;34;1 68 04 61 209 282 97
861;Cyril;Macron;47;1 53 05 42 167 949 93
862;François;Lepetit;82;1 46 03 55 393 811 61
863;Benoit;Ben;79;1 16 07 21 025 955 88
864;François;Dugommier;83;1 12 01 26 118 672 71
865;Albert;Ruffin;59;1 38 06 50 562 235 63
866;Margaux;Valls;70;1 27 04 42 885 414 33
867;Nathan;Macron;74;1 26 09 33 032 713 12
868;Marie;Dugommier;83;1 47 09 63 777 594 93
869;François;Valls;34;1 88 07 24 895 027 51
870;Marc;Dugommier;2;1 62 09 49 095 972 74
871;Mathilde;Leforgeron;8;1 75 06 40 464 047 22
872;François;Ruffin;21;1 12 04 73 134 427 33
873;Nathan;Ruffin;28;1 38 10 59 538 480 76
874;Benoit;Ben;108;1 32 01 48 352 145 69
875;Margaux;Leforgeron;15;1 75 07 07 345 722 36
876;Jean;Valls;17;1 61 09 49 053 828 61
877;Margaux;Valls;64;1 66 11 24 214 683 60
878;Margaux;Ben;39;1 07 01 48 120 590 02
879;Albert;Jack;6;1 85 04 24 924 381 20
880;Benoit;Valls;108;1 43 05 84 601 320 44
881;Margaux;Dugommier;92;1 18 10 86 563 715 23
882;Nathan;Leforgeron;69;1 04 08 38 221 198 18
883;Nathan;Leforgeron;32;1 52 05 85 481 104 12
884;Nathan;Leforgeron;86;1 01 03 33 893 563 23
885;Mathilde;Leforgeron;57;1 57 09 06 663 912 12
886;Roger;Lepetit;70;1 66 03 18 505 850 12
887;Roger;Ben;27;1 36 06 56 524 053 22
888;Marc;Ben;50;1 87 03 21 067 903 94
889;François;Dugommier;118;1 07 10 42 821 867 52
890;Mathilde;Ben;78;1 52 05 41 977 646 86
891;Cyril;Dugommier;68;1 01 11 22 042 749 81
892;François;Macron;9;1 16 05 52 768 775 80
893;Margaux;Valls;91;1 83 01 62 865 598 18
894;Benoit;Leforgeron;39;1 38 06 49 354 693 96
895;Marie;Wilson;25;1 11 02 78 842 925 02
896;Margaux;Ruffin;80;1 48 11 70 721 944 03
897;Nathan;Ben;13;1 46 04 90 267 730 52
898;Albert;Leforgeron;17;1 08 08 52 141 895 20
899;Benoit;Dugommier;99;1 44 01 73 705 658 55
900;Cyril;Valls;61;1 64 07 44 322 009 22
901;Roger;Hammon;98;1 16 03 91 348 947 15
902;Margaux;Lepetit;2;1 68 04 36 250 411 91
903;Cyril;Ben;87;1 62 09 40 102 724 65
904;Mathilde;Dugommier;36;1 21 01 11 929 991 67
905;Albert;Ruffin;7;1 64 10 49 869 412 34
906;Benoit;Hammon;69;1 81 01 14 948 344 40
907;Marc;Hammon;81;1 87 01 88 217 472 27
908;Albert;Leforgeron;6;1 86 01 70 500 699 73
909;Roger;Macron;115;1 07 08 11 876 195 60
910;Roger;Leforgeron;14;1 47 03 43 829 919 85
911;Marc;Valls;44;1 13 02 39 650 098 84
912;Marc;Wilson;115;1 36 08 85 580 460 23
913;Nathan;Jack;116;1 36 08 79 862 346 62
914;Marie;Macron;57;1 01 08 20 596 888 03
915;Margaux;Ruffin;53;1 38 06 75 281 848 47
916;Cyril;Lepetit;93;1 37 03 27 275 218 79
917;Nathan;Jack;28;1 13 06 15 581 081 26
918;Benoit;Macron;70;1 71 09 12 446 835 79
919;Mathilde;Macron;95;1 75 09 85 443 075 75
920;François;Macron;94;1 03 06 62 422 646 21
921;Nathan;Hammon;99;1 66 11 82 515 764 78
922;Albert;Wilson;74;1 81 01 69 369 568 51
923;Marc;Wilson;30;1 76 03 92 683 574 81
924;Cyril;Jack;22;1 23 08 64 189 992 12
925;Margaux;Ruffin;111;1 78 01 71 152 905 80
926;Albert;Macron;82;1 76 10 13 856 409 27
927;Nathan;Dugommier;65;1 56 05 27 713 615 70
928;Marc;Macron;109;1 57 08 32 822 045 40
929;Jean;Valls;54;1 35 04 09 224 992 39
930;Marc;Macron;107;1 18 10 46 247 185 26
931;Jean;Dugommier;99;1 61 03 52 232 592 26
932;Marie;Leforgeron;12;1 23 03 18 850 042 40
933;Albert;Hammon;33;1 02 06 43 736 288 98
934;Roger;Leforgeron;52;1 07 10 45 369 478 26
935;Marie;Ben;18;1 07 11 10 092 249 45
936;Jean;Dugommier;85;1 63 11 06 682 224 65
937;Margaux;Jack;7;1 68 05 18 059 854 78
938;Albert;Lepetit;108;1 76 01 44 363 038 13
939;François;Leforgeron;100;1 01 02 91 170 287 41
940;Nathan;Dugommier;65;1 86 01 51 082 929 40
941;Marc;Jack;104;1 64 04 46 163 789 79
942;Mathilde;Jack;64;1 04 02 77 374 423 96
943;Mathilde;Jack;31;1 35 08 20 911 155 25
944;Mathilde;Ruffin;56;1 61 04 35 649 548 56
945;Benoit;Lepetit;115;1 87 03 87 261 917 32
946;Nathan;Wilson;92;1 22 04 22 032 308 02
947;Roger;Hammon;86;1 14 09 85 759 156 70
948;Marie;Wilson;113;1 54 02 50 147 591 46
949;Margaux;Lepetit;72;1 42 02 25 126 458 60
950;François;Lepetit;111;1 47 04 31 597 485 30
951;Nathan;Dugommier;10;1 43 09 23 488 374 66
952;Mathilde;Jack;56;1 77 04 08 359 922 59
953;Roger;Ruffin;37;1 17 02 59 286 165 86
954;Albert;Wilson;23;1 53 09 06 784 291 46
955;Benoit;Ruffin;70;1 53 08 41 103 275 05
956;Benoit;Dugommier;30;1 23 01 23 558 611 86
957;Margaux;Hammon;31;1 33 01 60 064 894 09
958;Marc;Wilson;36;1 14 09 81 747 237 85
959;Mathilde;Dugommier;103;1 51 10 20 035 882 44
960;Margaux;Leforgeron;14;1 84 10 54 969 025 02
961;Margaux;Macron;41;1 13 09 60 579 387 76
962;Albert;Hammon;72;1 36 05 68 202 784 16
963;Mathilde;Leforgeron;8;1 43 03 15 957 383 46
964;Nathan;Ruffin;58;1 67 01 83 235 324 58
965;Jean;Valls;42;1 28 05 21 607 326 74
966;Roger;Jack;56;1 64 01 57 566 356 32
967;Mathilde;Ruffin;117;1 27 04 28 882 747 31
968;Marc;Dugommier;16;1 01 11 78 582 777 35
969;Cyril;Valls;4;1 61 03 53 857 894 16
970;Cyril;Leforgeron;83;1 55 05 75 746 673 67
971;Cyril;Lepetit;82;1 44 01 74 197 521 48
972;Albert;Ruffin;5;1 12 08 77 023 980 05
973;Cyril;Macron;106;1 27 05 33 048 831 35
974;Albert;Lepetit;66;1 41 03 16 591 609 03
975;Roger;Hammon;72;1 48 01 10 212 854 10
976;Margaux;Ben;40;1 83 11 78 796 974 55
977;Albert;Ruffin;92;1 75 04 29 991 475 14
978;Marie;Macron;31;1 52 10 38 986 834 65
979;Benoit;Ben;74;1 71 06 06 247 265 70
980;Cyril;Ruffin;89;1 81 10 08 041 024 57
981;Roger;Macron;17;1 15 06 23 773 964 73
982;Nathan;Wilson;109;1 78 10 75 689 856 93
983;Mathilde;Wilson;17;1 85 04 18 861 251 65
984;Margaux;Leforgeron;33;1 76 07 18 295 955 84
985;Jean;Leforgeron;81;1 01 03 15 682 842 94
986;Jean;Leforgeron;49;1 57 07 81 795 447 75
987;Benoit;Leforgeron;117;1 61 02 12 897 251 67
988;Nathan;Dugommier;49;1 23 06 92 355 900 95
989;Cyril;Jack;81;1 86 09 86 355 760 06
990;Marie;Lepetit;35;1 64 05 48 270 746 08
991;Margaux;Hammon;48;1 85 11 92 214 980 65
992;Roger;Ruffin;27;1 82 05 40 268 295 12
993;Nathan;Macron;6;1 71 03 08 085 997 49
994;Jean;Hammon;69;1 71 03 83 835 671 36
995;François;Wilson;75;1 08 03 45 081 660 13
996;Jean;Ruffin;31;1 11 10 16 476 083 07
997;Marie;Ben;31;1 86 06 94 096 122 06
998;Margaux;Jack;79;1 81 09 33 632 125 50
999;Roger;Hammon;90;1 57 03 83 112 569 81
1000;Benoit;Jack;25;1 32 04 30 046 260 80
1001;Marie;Valls;26;1 64 09 72 077 988 67
1002;Jean;Jack;47;1 75 02 92 723 538 34
1003;Albert;Ruffin;76;1 24 05 06 294 948 75
1004;Margaux;Lepetit;68;1 16 02 76 340 414 92
1005;Cyril;Lepetit;20;1 28 04 90 721 539 45
1006;Nathan;Jack;102;1 01 07 79 870 372 62
1007;Marie;Jack;116;1 73 08 20 935 537 25
1008;Margaux;Ben;95;1 55 05 48 318 158 03
1009;Benoit;Dugommier;77;1 36 04 79 783 693 57
1010;Jean;Lepetit;49;1 05 05 92 166 707 50
1011;Margaux;Macron;49;1 55 09 06 124 475 31
1012;Mathilde;Valls;75;1 38 01 88 085 588 32
1013;Roger;Hammon;54;1 66 08 73 659 492 81
1014;Marie;Dugommier;53;1 66 11 38 552 351 78
1015;Marc;Dugommier;64;1 64 01 60 942 983 45
1016;Jean;Macron;94;1 76 01 90 650 217 08
1017;Mathilde;Valls;108;1 06 04 91 213 428 68
